replica	analysis	section	series	kind	coordinate	coordinate_y	value	unit	coordinate_unit	source
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.32		1.9890106	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.34		1.9929539	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.36		1.9599766	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.38		1.9863845	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.4		1.9571997	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.42		1.9620885	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.44		1.9762691	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.46		1.9727693	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.48		1.9473395	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.5		1.9288152	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.52		1.9654556	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.54		1.9536017	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.56		1.9471925	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.58		1.9495353	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.6		1.9360002	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.62		1.9534491	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.64		1.9500612	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.66		1.9409639	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.68		1.9371626	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.7		1.9632148	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.72		1.9775436	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.74		1.9358684	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.76		1.9238663	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.78		1.9474134	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.8		1.9470926	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.82		1.9115468	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.84		1.9246165	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.86		1.9090957	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.88		1.8801765	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.9		1.881025	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.92		1.8330891	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.94		1.8249179	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.96		1.843619	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	2.98		1.8151237	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3		1.7971552	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.02		1.8011853	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.04		1.8199619	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.06		1.767649	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.08		1.7780416	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.1		1.7916693	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.12		1.7912065	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.14		1.8181065	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.16		1.8134352	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.18		1.811291	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.2		1.8274486	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.22		1.8172418	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.24		1.7937067	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.26		1.7687423	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.28		1.7883551	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.3		1.7527603	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.32		1.7345949	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.34		1.7253711	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.36		1.7310801	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.38		1.7031045	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.4		1.7086069	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.42		1.6944466	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.44		1.678446	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.46		1.7085332	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.48		1.7031432	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.5		1.6991162	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.52		1.7240238	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.54		1.7227495	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.56		1.722362	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.58		1.7282033	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.6		1.7550746	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.62		1.7605171	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.64		1.7883235	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.66		1.7850249	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.68		1.7467183	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.7		1.763669	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.72		1.7672488	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.74		1.7838542	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.76		1.8158432	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.78		1.8192354	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.8		1.8050864	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.82		1.774443	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.84		1.7456753	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.86		1.7487644	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.88		1.7611556	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.9		1.7849346	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.92		1.8003441	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.94		1.8263914	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.96		1.7945733	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	3.98		1.7793502	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4		1.7938521	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.02		1.7885558	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.04		1.8016103	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.06		1.8185234	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.08		1.8178158	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.1		1.8413753	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.12		1.8412705	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.14		1.8531496	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.16		1.8537994	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.18		1.8783429	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.2		1.8922809	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.22		1.9011226	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.24		1.9106627	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.26		1.9276303	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.28		1.9445452	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.3		1.9420741	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.32		1.9212405	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.34		1.9357317	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.36		1.948212	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.38		1.9529457	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.4		1.9325377	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.42		1.9343208	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.44		1.9380406	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.46		1.9614064	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.48		1.9574904	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.5		1.9640969	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.52		1.9689743	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.54		1.9907301	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.56		1.9651066	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.58		1.9696297	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.6		2.0041864	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.62		2.0596758	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.64		2.0545847	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.66		2.0698199	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.68		2.0668337	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.7		2.0938246	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.72		2.0905849	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.74		2.1086623	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.76		2.1193189	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.78		2.1573075	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.8		2.1219235	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.82		2.1030241	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.84		2.0977834	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.86		2.1160404	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.88		2.0784191	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.9		2.0870495	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.92		2.0896299	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.94		2.116464	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.96		2.1167221	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	4.98		2.1182755	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5		2.1327575	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.02		2.1470629	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.04		2.1225885	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.06		2.0815399	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.08		2.0338152	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.1		2.0695744	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.12		2.0592559	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.14		2.0369127	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.16		2.0416122	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.18		2.0491739	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.2		2.048866	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.22		2.0194637	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.24		1.9992059	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.26		2.0082846	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.28		2.0228193	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.3		2.0568135	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.32		2.0218503	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.34		2.0121985	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.36		2.0231826	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.38		1.9867582	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.4		1.9596613	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.42		1.9479135	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
SYNTHETIC_replica_3	SYNTHETIC RMSD	protein backbone	RMSD	timeseries	5.44		1.9421817	angstrom	time (ns)	raw/SYNTHETIC_replica_3/rmsd.dat
